,loss,loss_each0,loss_each1,loss_each2,loss_each3,loss_each4,loss_each5,loss_each6,loss_each7,loss_each8,loss_each9,ortho_loss,ortho_loss_each0,ortho_loss_each1,ortho_loss_each2,ortho_loss_each3,ortho_loss_each4,ortho_loss_each5,ortho_loss_each6,ortho_loss_each7,ortho_loss_each8,ortho_loss_each9,lipschitz_loss,lipschitz_loss_each0,lipschitz_loss_each1,lipschitz_loss_each2,lipschitz_loss_each3,lipschitz_loss_each4,lipschitz_loss_each5,lipschitz_loss_each6,lipschitz_loss_each7,lipschitz_loss_each8,lipschitz_loss_each9
0,108.95544561400743,0.313624,0.32029667,0.42946908,0.4243374,0.4460961,0.4396723,0.43147922,0.450938,0.46585032,0.3218121,104.91187063934248,0.0,0.0055199913,0.20974232,0.42747596,0.64523673,0.7334913,1.6845285,2.2047064,2.0677931,2.512693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,66.09040306657171,0.27133822,0.28550315,0.4485871,0.46674064,0.48948252,0.47374862,0.45914719,0.51337993,0.46118325,0.29152662,61.9297660573974,0.0,0.0054490776,0.0052428856,0.00645188,0.010149522,0.010846972,1.5763375,1.5722542,1.4537413,1.5525033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,62.448389867992354,0.25824717,0.27093518,0.45535138,0.4713778,0.50651294,0.49102068,0.4802668,0.51407814,0.4618474,0.30713645,58.219199051332595,0.0,0.013040189,0.0050510387,0.0059367116,0.009912827,0.010230684,1.5708045,1.5325586,1.2173985,1.4569869,0.012416726792864787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012416727,0.0
3,36.60228788761227,0.2482419,0.26111504,0.43353748,0.45026353,0.4804834,0.47323793,0.46711326,0.48824018,0.50622463,0.52046806,32.269219849725516,0.0,0.012432369,0.0064655477,0.009105449,0.011938635,0.012150866,1.4379696,1.2954383,0.116887994,0.32453337,0.004142778913688172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020470857,2.8774257e-05,0.00018079506
4,29.888064864956206,0.24394628,0.270927,0.45397836,0.47451988,0.5089949,0.49854553,0.51809174,0.4992256,0.51041394,0.54045945,25.34403503398456,0.0,0.014714655,0.011743443,0.017024286,0.018062336,0.0121376645,0.6979817,1.1411635,0.059154335,0.5624214,0.024927035926857872,0.0,0.0,0.0,0.0,0.0,0.0,5.1045965e-05,0.002302341,0.0,0.00013931663
5,17.40846413663586,0.23745108,0.2712874,0.45493665,0.48091316,0.51383567,0.5029352,0.5663646,0.565625,0.50902456,0.58028865,12.701065518362139,0.0,0.014499057,0.01736474,0.02767022,0.026855279,0.012999147,0.031666342,0.41165215,0.030303877,0.6970958,0.024736752290554973,0.0,0.0,0.0,0.0,0.0,0.0,4.7869694e-06,0.0024688882,0.0,0.0
6,7.472362275013838,0.2333352,0.26866534,0.44699198,0.4754402,0.5101949,0.50319594,0.56611794,0.59272903,0.5124117,0.6396871,2.7232860579819937,0.0,0.011485463,0.01098972,0.011949613,0.012493156,0.0110471845,0.029322011,0.019069048,0.024319086,0.14165333,0.0003069242857911093,0.0,0.0,0.0,0.0,0.0,0.0,3.069243e-05,0.0,0.0,0.0
7,6.19547038675879,0.2306704,0.2593057,0.43444154,0.46347454,0.4996286,0.49156553,0.54789174,0.5742459,0.49459815,0.62938476,1.5702636223619857,0.0,0.011215181,0.012536032,0.011428472,0.015997281,0.010831889,0.023492496,0.017596494,0.024918124,0.029010393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,6.406781146898294,0.23680252,0.26871336,0.46065742,0.49535817,0.5297652,0.5228977,0.57866836,0.6048028,0.5204599,0.6587336,1.5299219396108252,0.0,0.009685226,0.008784302,0.016783457,0.015158649,0.008555424,0.025319252,0.01678949,0.023336126,0.028580273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,5.982505785839637,0.23079166,0.25953802,0.43834564,0.47366676,0.5062513,0.5018934,0.55567163,0.5816589,0.5049807,0.633353,1.296354782245958,0.0,0.008841505,0.010490942,0.008841126,0.011134338,0.007930296,0.020938342,0.014826266,0.02166722,0.024965446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
